title,division,conference,state,location,link,roster_link
"University of Michigan, Dearborn",NAIA,WHAC,MI,Dearborn,,http://athletics.umdearborn.edu/sports/bsb/2020-21/roster
University of Mobile,NAIA,SSAC,AL,Mobile,,http://www.umobilerams.com/sport/baseball/2020-21/roster
University of Northwestern Ohio,NAIA,WHAC,OH,Lima,,http://www.unohracers.com/roster/0/3.php
University of Pikeville,NAIA,Mid-South,KY,Pikeville,,https://upikebears.com/sports/baseball/roster/2021
University of Rio Grande,NAIA,RSC,OH,Rio Grande,,http://www.rioredstorm.com/roster/0/1.php
University of Saint Francis,NAIA,Crossroads,IN,Fort Wayne,,https://www.saintfranciscougars.com/roster/24/3
University of Saint Katherine,NAIA,Cal Pac,CA,San Marcos,,https://uskathletics.com/sports/baseball/roster
University of Saint Mary,NAIA,KCAC,KS,Leavenworth,,http://www.gospires.com/roster/0/3
University of Science and Arts of Oklahoma,NAIA,Sooner,OK,Chickasha,,http://www.usaoathletics.com/roster/16/3
"University of South Carolina, Beaufort",NAIA,TSC,SC,Bluffton,,https://uscbathletics.com/sports/baseball/roster
University of St. Francis,NAIA,CCAC,IL,Joliet,,http://www.gofightingsaints.com/roster/0/3.php
University of the Cumberlands,NAIA,Mid-South,KY,Williamsburg,,https://cumberlandspatriots.com/sports/baseball/roster
University of the Southwest,NAIA,Red River,NM,Hobbs,,https://uswathletics.com/sports/baseball/roster
Valley City State University ,NAIA,North Star,ND,Valley City,,http://www.vcsuvikings.com/roster/48/3
Vanguard University,NAIA,GSAC,CA,Costa Mesa,,https://www.vanguardlions.com/roster/0/3.php
Viterbo University,NAIA,North Star,WI,La Crosse,,http://www.viterboathletics.com/roster/20/3
Voorhees College,NAIA,A.I.I.,SC,Denmark,,https://www.voorhees.edu/athletics/baseball/baseball-roster
Waldorf University,NAIA,North Star,IA,Forest City,,http://www.waldorfwarriors.com/roster/0/3.php
Warner University,NAIA,TSC,FL,Lake Wales,,https://warnerroyals.com/sports/baseball/roster
Wayland Baptist University,NAIA,Sooner,TX,Plainview,,https://wbuathletics.com/sports/baseball/roster
Webber International University,NAIA,TSC,FL,Babson Park,,https://webberathletics.com/sports/baseball/roster
West Virginia University Institute of Technology,NAIA,RSC,WV,Beckley,,https://goldenbearathletics.com/sports/baseball/roster/2021
Westcliff University,NAIA,Cal Pac,CA,Irvine,https://www.westcliffathletics.com/page/show/5129061-baseball,https://www.westcliffathletics.com/sports/bsb/2020-21/roster?view=list
Westmont College,NAIA,GSAC,CA,Santa Barbara,,https://athletics.westmont.edu/sports/baseball/roster
Wiley College,NAIA,Red River,TX,Marshall,,https://www.wileyathletics.com/sport/baseball/2020-21/roster
William Carey University,NAIA,SSAC,MS,"Hattiesburg, MS",,https://www.careyathletics.com/roster/19/9
William Jessup University,NAIA,GSAC,CA,"Rocklin, CA",,https://jessupathletics.com/sports/baseball/roster/2021
William Penn University,NAIA,HAAC,IA,"Oskaloosa, IA",,https://www.statesmenathletics.com/roster/24/1
William Woods University,NAIA,AMC,MO,"Fulton, MO",,https://wwuowls.com/sports/baseball/roster
Williams Baptist University,NAIA,AMC,AR,"Walnut Ridge, AR",,http://www.wbueagles.com/roster/0/3.php
Xavier University of Louisiana,NAIA,GCAC,LA,"New Orleans, LA",,https://xulagold.com/sports/baseball/roster
York College,NAIA,KCAC,NE,"York, NE",,https://ycpanthers.com/sports/bsb/2020-21/roster
Arizona Western,JUCO_D1,,AZ,,,https://www.awcmatadors.com/baseball/roster/list?field_school_terms_target_id=44
Central Arizona,JUCO_D1,,AZ,,,https://www.vaquerosports.com/sports/bsb/2020-21/roster
Cochise,JUCO_D1,,AZ,,,https://athletics.cochise.edu/baseball/baseball-roster/
Eastern Arizona,JUCO_D1,,AZ,,,http://www.eacmonsters.com/baseScheduleCurrent.asp#roster
Pima,JUCO_D1,,AZ,,,http://pimaaztecs.com/sports/bsb/2020-21/roster
South Mountain,JUCO_D1,,AZ,,,https://athletics.southmountaincc.edu/sports/bsb/2020-21/roster
Yavapai,JUCO_D1,,AZ,,,https://goroughriders.com/sports/baseball/roster
Arkansas Baptist,JUCO_D1,,AR,,,https://www.abcbuffaloes.com/sport/baseball/mens/#
Connors State,JUCO_D1,,OK,,,http://www.connorsathletics.com/sports/bsb/2020-21/roster
Eastern Oklahoma State,JUCO_D1,,OK,,,https://www.eoscathletics.com/sports/bsb/2020-21/roster
Northeastern Oklahoma A&M,JUCO_D1,,OK,,,https://neoathletics.com/sports/baseball/roster
Rose State,JUCO_D1,,OK,,,https://rscraiders.com/sports/baseball/roster
Seminole State (OK),JUCO_D1,,OK,,,https://seminole.prestosports.com/sports/bsb/2020-21/roster
Harry S. Truman,JUCO_D1,,IL,,,https://citycollegesofchicagoathletics.com/sports/2020/3/12/TCBASEROSTER2020.aspx?id=193&
Kennedy-King,JUCO_D1,,IL,,,https://citycollegesofchicagoathletics.com/sports/2020/3/18/KKBASEROSTER2020.aspx?id=194&
Kishwaukee,JUCO_D1,,IL,,,https://www.kishkougars.com/sports/bsb/2020-21/roster
Olive-Harvey,JUCO_D1,,IL,,,https://citycollegesofchicagoathletics.com/sports/2020/2/23/OHBASEROSTER2020.aspx?id=192&
South Suburban,JUCO_D1,,IL,,,https://www.ssc.edu/athletics/baseball/baseball-roster/
Triton,JUCO_D1,,IL,,,https://tritonathletics.com/sports/baseball/roster
Cisco,JUCO_D1,,TX,,,https://www.wranglersports.net/sports/bsb/2020-21/roster
Clarendon,JUCO_D1,,TX,,,https://athletics.clarendoncollege.edu/baseballroster
El Paso,JUCO_D1,,TX,,,https://www.epcc.edu/Services/Athletics/baseball
Frank Phillips,JUCO_D1,,TX,,,https://fpctx.edu/athletics/baseball/
Grayson,JUCO_D1,,TX,,,https://www.gcvikings.com/sports/bsb/2020-21/roster
Hill,JUCO_D1,,TX,,,https://www.hillcollege.edu/Athletics/Baseball/index.html
Howard (TX),JUCO_D1,,TX,,,https://hchawk.com/baseball/
McLennan,JUCO_D1,,TX,,,http://mclennanathletics.com/sports/bsb/2020-21/roster
Midland,JUCO_D1,,TX,,,https://www.gochaps.com/sports/bsb/2020-21/roster
New Mexico,JUCO_D1,,NM,,,https://www.nmjcthunderbirds.com/sports/bsb/2020-21/roster
New Mexico Military,JUCO_D1,,NM,,,https://www.nmmiathletics.com/sports/bsb/2020-21/roster
North Central Texas,JUCO_D1,,TX,,,https://www.nctcathletics.com/sports/bsb/2020-21/roster
Odessa,JUCO_D1,,TX,,,https://www.wranglersports.com/sports/bsb/2020-21/roster?view=list
Ranger,JUCO_D1,,TX,,,https://www.rangersports.net/sports/bsb/2020-21/roster
Temple,JUCO_D1,,TX,,,https://www.tcleopards.com/sports/bsb/2020-21/roster
Vernon,JUCO_D1,,TX,,,https://gochapsports.com/sports/bsb/2020-21/roster
Weatherford,JUCO_D1,,TX,,,https://wcathletics.com/sports/bsb/2020-21/roster
Western Texas,JUCO_D1,,TX,,,https://www.wtcathletics.com/sports/bsb/2020-21/roster
Allen County,JUCO_D1,,KS,,,https://www.allenreddevils.com/sports/bsb/2020-21/roster
Barton,JUCO_D1,,KS,,,https://www.bartonsports.com/sports/bsb/2020-21/roster
Butler,JUCO_D1,,KS,,,https://www.butlergrizzlies.com/sports/bsb/2020-21/roster
Cloud County,JUCO_D1,,KS,,,https://cloudtbirds.com/sports/baseball/roster
Coffeyville,JUCO_D1,,KS,,,https://redravenathletics.com/sports/bsb/2020-21/roster
Colby,JUCO_D1,,KS,,,https://www.colbytrojans.com/sports/bsb/2020-21/roster
Cowley,JUCO_D1,,KS,,,https://cowleytigers.com/sports/bsb/2020-21/roster?view=list
Dodge City,JUCO_D1,,KS,,,https://goconqs.com/sports/baseball/roster
Fort Scott,JUCO_D1,,KS,,,https://www.fsgreyhounds.com/sports/bsb/2020-21/roster
Garden City,JUCO_D1,,KS,,,https://www.gobroncbusters.com/sports/bsb/2020-21/roster
Highland (KS),JUCO_D1,,KS,,,https://scottieathletics.com/sports/baseball/roster?print=true
Hutchinson,JUCO_D1,,KS,,,https://www.bluedragonsports.com/sports/bsb/2020-21/roster
Johnson County,JUCO_D1,,KS,,,https://www.jcccathletics.com/sports/bsb/2020-21/roster
Kansas City Kansas,JUCO_D1,,KS,,,http://bluedevils.kckcc.edu/sports/bsb/2020-21/roster
Labette,JUCO_D1,,KS,,,http://www.labette.edu/athletics/baseball/20-21-roster.html
Neosho County,JUCO_D1,,KS,,,https://goneosho.com/sports/baseball/roster
Pratt,JUCO_D1,,KS,,,https://www.gobeaversports.com/sports/bsb/2020-21/roster
Seward County,JUCO_D1,,KS,,,https://sewardsaints.com/sports/bsb/2020-21/roster
Chattanooga State,JUCO_D1,,TN,,,https://www.chattanoogastate.edu/athletics/mens-baseball-roster
Cleveland State,JUCO_D1,,TN,,,https://www.cscougars.com/sports/bsb/2020-21/roster
Columbia State,JUCO_D1,,TN,,,https://www.columbiastate.edu/athletics/baseball/roster.html
Dyersburg State,JUCO_D1,,TN,,,https://www.dscc.edu/node/2484
Jackson State,JUCO_D1,,TN,,,https://www.jscc.edu/athletics/baseball/baseball-roster.html
Motlow State,JUCO_D1,,TN,,,https://www.motlowsports.com/sports/bsb/2020-21/roster
Roane State,JUCO_D1,,TN,,,http://www.roanestate.edu/?12654-Baseball-Roster
Southwest Tennessee,JUCO_D1,,TN,,,https://athletics.southwest.tn.edu/sports/bsb/2020-21/roster
Volunteer State,JUCO_D1,,TN,,,https://www.volstatepioneers.com/sports/bsb/2020-21/roster
Walters State,JUCO_D1,,TN,,,https://www.wsccathletics.com/sports/bsb/2020-21/roster
Central Florida,JUCO_D1,,FL,,,http://www.cfpatriots.net/sports/bsb/2020-21/roster
Chipola,JUCO_D1,,FL,,,https://chipolaathletics.com/sports/bsb/2020-21/roster
Daytona State,JUCO_D1,,FL,,,https://dscfalcons.com/sports/bsb/2020-21/roster
Eastern Florida State,JUCO_D1,,FL,,,https://www.efsctitans.com/sports/bsb/2020-21/roster
Florida Southwestern State,JUCO_D1,,FL,,,https://www.fswbucs.com/sports/bsb/2020-21/roster
Florida State Jacksonville,JUCO_D1,,FL,,,https://www.gobluewave.com/sports/bsb/2020-21/roster
Gulf Coast State,JUCO_D1,,FL,,,http://www.gcathletics.com/baseball/roster.htm
Hillsborough,JUCO_D1,,FL,,,https://hillsboroughcc.prestosports.com/sports/bsb/2020-21/roster
Indian River State,JUCO_D1,,FL,,,https://irsc.prestosports.com/sports/bsb/2020-21/roster
Lake-Sumter State,JUCO_D1,,FL,,,https://lssc.prestosports.com/sports/bsb/2020-21/roster
Miami Dade,JUCO_D1,,FL,,,https://www.mdcathletics.com/sports/bsb/2020-21/roster
Northwest Florida State,JUCO_D1,,FL,,,https://www.nwfraiders.com/sports/bsb/2020-21/roster
Palm Beach State,JUCO_D1,,FL,,,https://pbscpanthers.com/sports/bsb/2020-21/roster
Pensacola State,JUCO_D1,,FL,,,https://athletics.pensacolastate.edu/sports/bsb/2020-21/roster
Polk State,JUCO_D1,,FL,,,https://www.polkeagles.com/sports/bsb/2020-21/roster
Santa Fe,JUCO_D1,,FL,,,https://www.santafesaints.com/sports/bsb/2020-21/roster?view=list
Seminole State (FL),JUCO_D1,,FL,,,https://seminolestateraiders.com/sports/baseball/roster
South Florida State,JUCO_D1,,FL,,,https://www.southflorida.edu/community/athletics/baseball/roster
St. Johns River State,JUCO_D1,,FL,,,http://www.sjrvikings.com/rosterbaseball.html
St. Petersburg,JUCO_D1,,FL,,,https://athletics.spcollege.edu/sports/bsb/2020-21/roster
State College of Florida,JUCO_D1,,FL,,,https://www.scfmanatees.com/sports/bsb/2020-21/roster
Tallahassee,JUCO_D1,,FL,,,https://www.tcceagles.com/sports/bsb/2020-21/roster
Lamar,JUCO_D1,,CO,,,https://www.golopes.com/sports/bsb/2020-21/roster
Luna,JUCO_D1,,NM,,,https://lunaathletics.com/roster.aspx?path=baseball
McCook,JUCO_D1,,NE,,,https://mccindians.com/roster.aspx?tab=roster&path=baseball
Northeastern,JUCO_D1,,CO,,,https://www.gonjc.com/sports/bsb/2020-21/roster
Otero,JUCO_D1,,CO,,,https://www.oterorattlers.com/sports/bsb/2020-21/roster
Southeast,JUCO_D1,,NE,,,https://sccstorm.com/sports/bsb/2020-21/roster
Trinidad State,JUCO_D1,,CO,,,https://www.tsjctrojans.com/sports/bsb/2020-21/roster
Western Nebraska,JUCO_D1,,NE,,,https://wnccathletics.com/sports/bsb/2020-21/roster
Florence-Darlington Tech,JUCO_D1,,SC,,,<unknown>
Louisburg,JUCO_D1,,NC,,,https://www.lchurricanes.com/sports/bsb/2020-21/roster
Spartanburg Methodist,JUCO_D1,,SC,,,https://www.gosmcpioneers.com/sports/bsb/2020-21/roster
USC Lancaster,JUCO_D1,,SC,,,http://www.usclathletics.com/roster.asp?sportID=1
USC Salkehatchie,JUCO_D1,,SC,,,https://uscsalkathletics.com/mens-sports/baseball-7/baseball-roster/
USC Sumter,JUCO_D1,,SC,,,https://uscfireants.com/roster.aspx?path=baseball
USC Union,JUCO_D1,,SC,,,https://www.uscunionathletics.com/sports/bsb/2020-21/roster
Indian Hills,JUCO_D1,,IA,,,https://indianhillsathletics.com/sports/bsb/2020-21/roster
Iowa Western,JUCO_D1,,IA,,,https://www.goreivers.com/sports/bsb/2020-21/roster
Marshalltown,JUCO_D1,,IA,,,https://www.mccathletics.com/sports/bsb/2020-21/roster
Southwestern,JUCO_D1,,IA,,,https://www.southwesternspartans.com/sports/bsb/2020-21/roster
Alvin,JUCO_D1,,TX,,,https://www.alvincollege.edu/athletics/baseball/baseball-roster.html
Angelina,JUCO_D1,,TX,,,https://www.angelinaathletics.com/sports/bsb/2020-21/roster
Blinn,JUCO_D1,,TX,,,https://www.buccaneersports.com/sports/bsb/2020-21/roster
Bossier Parish,JUCO_D1,,LA,,,https://bpcc.prestosports.com/sports/bsb/2020-21/roster
Galveston,JUCO_D1,,TX,,,https://gc.edu/athletics/whitecaps-baseball/baseball-roster/
Laredo,JUCO_D1,,TX,,,https://laredo.prestosports.com/sports/bsb/2020-21/roster
Navarro,JUCO_D1,,TX,,,https://navarrobulldogs.com/sports/bsb/2020-21/roster
Northeast Texas,JUCO_D1,,TX,,,https://ntcceagles.com/roster.aspx?path=baseball
Panola,JUCO_D1,,TX,,,https://www.panolaathletics.com/sports/bsb/2020-21/roster
Paris,JUCO_D1,,TX,,,https://www.parisjc.edu/pjc2/main/baseball-team/
San Jacinto-North,JUCO_D1,,TX,,,https://www.sanjac.edu/baseball/2021/roster
Wharton County,JUCO_D1,,TX,,,https://www.wcjc.edu/Programs/athletics/baseball/
ASA Brooklyn,JUCO_D1,,NY,,,https://www.asacollegeavengers.com/sports/bsb/2020-21/roster
Monroe College,JUCO_D1,,NY,,,https://www.monroecollegemustangs.com/sports/baseball/roster
Crowder,JUCO_D1,,MO,,,https://crowderathletics.com/sports/bsb/2020-21/roster
Jefferson (MO),JUCO_D1,,MO,,,https://www.jeffco.edu/athletics/teams/baseball/roster
Metropolitan Community College,JUCO_D1,,MO,,,https://mcckc.edu/athletics/baseball/roster.aspx
Mineral Area,JUCO_D1,,MO,,,https://athletic.mineralarea.edu/sports/bsb/2020-21/roster
St. Charles,JUCO_D1,,MO,,,https://www.sccathletics.com/sports/bsb/2020-21/roster
St. Louis,JUCO_D1,,MO,,,https://archersathletics.com/sports/bsb/2020-21/roster
State Fair,JUCO_D1,,MO,,,https://sfccmoroadrunners.com/sports/bsb/2020-21/roster
Three Rivers,JUCO_D1,,MO,,,http://www.raidersathletics.com/sports/bsb/2020-21/roster
Abraham Baldwin,JUCO_D1,,GA,,,https://athletics.abac.edu/sports/bsb/2020-21/roster
Andrew,JUCO_D1,,GA,,,https://andrew.prestosports.com/sports/bsb/2020-21/roster
East Georgia State,JUCO_D1,,GA,,,http://www.ega.edu/athletics/sports/baseball_roster
Georgia Highlands,JUCO_D1,,GA,,,https://ghc.prestosports.com/sports/bsb/2020-21/roster
Gordon State,JUCO_D1,,GA,,,https://www.gscathletics.com/sports/bsb/2020-21/roster
South Georgia State,JUCO_D1,,GA,,,https://www.sgsc.edu/athletics/r.cms
Colorado Northwestern,JUCO_D1,,CO,,,https://athletics.cncc.edu/roster.aspx?path=baseball
Salt Lake,JUCO_D1,,UT,,,https://slccbruins.com/sports/baseball/roster
Southern Idaho,JUCO_D1,,ID,,,https://athletics.csi.edu/sports/baseball/roster/2020-2021?print=true
Southern Nevada,JUCO_D1,,NV,,,https://csncoyotes.com/sports/baseball/roster
Utah State Eastern,JUCO_D1,,UT,,,https://usueasternathletics.com/sports/baseball/roster
Hagerstown,JUCO_D1,,MD,,,https://athletics.hagerstowncc.edu/sports/bsb/2020-21/roster
Harford,JUCO_D1,,MD,,,https://harfordathletics.com/sports/baseball/roster
Potomac State,JUCO_D1,,WV,,,https://www.potomacstatesports.com/sports/bsb/2020-21/roster
Bevill State Community College,JUCO_D1,,AL,,,https://www.athletics.bscc.edu/baseball-roster
Bishop State,JUCO_D1,,AL,,,https://www.bishop.edu/athletics/baseball/2019-2020-baseball-roster
Calhoun,JUCO_D1,,AL,,,https://calhoun.edu/athletics/baseball/baseball-roster/
Central Alabama,JUCO_D1,,AL,,,https://www.cacc.edu/athletics/baseball/roster/
Chattahoochee Valley,JUCO_D1,,AL,,,https://www.cv.edu/baseball-roster/
Coastal Alabama - Bay Minette,JUCO_D1,,AL,,,http://www.coastalsunchiefs.com/sports/bsb/2020-21/roster
Coastal Alabama - Brewton,JUCO_D1,,AL,,,http://www.coastalwarhawks.com/sports/bsb/2020-21/roster
Coastal Alabama - Monroeville,JUCO_D1,,AL,,,http://www.coastaleagles.com/sports/bsb/2020-21/roster
Enterprise State,JUCO_D1,,AL,,,https://www.escc.edu/roster/
Lawson State,JUCO_D1,,AL,,,http://www.lawsonstate.edu/athletics/mens_baseball/roster.aspx
Lurleen B. Wallace,JUCO_D1,,AL,,,https://www.lbwcc.edu/athletics/baseball/roster
Marion Military,JUCO_D1,,AL,,,https://mmitigers.com/sports/bsb/2020-21/roster
Shelton State,JUCO_D1,,AL,,,https://athletics.sheltonstate.edu/sports/bsb/2020-21/roster
Snead State,JUCO_D1,,AL,,,https://www.sneadathletics.com/sports/bsb/2020-21/roster
Southern Union State,JUCO_D1,,AL,,,https://www.suscc.edu/athletics/baseball-roster.cms
Wallace State,JUCO_D1,,AL,,,https://athletics.wallacestate.edu/lions-2020-baseball-roster/
Wallace-Dothan,JUCO_D1,,AL,,,https://www.wallace.edu/athletics/baseball/roster/
Wallace-Selma,JUCO_D1,,AL,,,https://www.wccs.edu/news-events/athletics-1/mens-baseball
Baton Rouge,JUCO_D1,,LA,,,https://www.brccathletics.com/sports/bsb/2020-21/roster
Delgado,JUCO_D1,,LA,,,https://delgadoathletics.com/sports/baseball/roster
Nunez Community College,JUCO_D1,,LA,,,<unknown>
Frontier,JUCO_D1,,IL,,,https://www.fccbobcats.com/sports/bsb/2020-21/roster
John A. Logan,JUCO_D1,,IL,,,https://www.loganvols.com/sports/bsb/2020-21/roster
Kaskaskia,JUCO_D1,,IL,,,https://www.kaskaskiaathletics.com/sports/bsb/2020-21/roster
Lake Land,JUCO_D1,,IL,,,https://www.lakelandcollege.edu/athletics/laker-baseball-roster/
Lincoln Trail,JUCO_D1,,IL,,,https://www.ltcathletics.com/sports/baseball/2020-2021-statesmen-baseball/
Olney Central,JUCO_D1,,IL,,,https://www.olneycentralathletics.com/sports/bsb/2020-21/roster
Rend Lake,JUCO_D1,,IL,,,https://www.rendlakewarriors.com/sports/bsb/2020-21/roster
Shawnee,JUCO_D1,,IL,,,https://www.shawneecc.edu/athletics/baseball
Southeastern Illinois,JUCO_D1,,IL,,,https://www.sic.edu/student-activities/athletics/mens-baseball/roster/2020-2021
Southwestern Illinois,JUCO_D1,,IL,,,https://www.swic.edu/students/services/student-life/athletics/baseball/roster/
Wabash Valley,JUCO_D1,,IL,,,https://www.wvcwarriorathletics.com/sports/bsb/2020-21/roster
Chandler-Gilbert,JUCO_D2,,AZ,,,https://cgccathletics.prestosports.com/sports/bsb/2020-21/roster
GateWay (AZ),JUCO_D2,,AZ,,,https://www.gatewaycc.edu/mens-baseball-roster
Glendale,JUCO_D2,,AZ,,,https://www.gauchoathletics.com/sports/bsb/2020-21/roster
Mesa,JUCO_D2,,AZ,,,https://mesatbirdsports.com/sports/bsb/2020-21/roster
Paradise Valley,JUCO_D2,,AZ,,,https://legacy.paradisevalley.edu/athletics/mens-sports/baseball-roster
Phoenix,JUCO_D2,,AZ,,,https://pcbearsathletics.com/sports/baseball/2020-21/roster
Scottsdale,JUCO_D2,,AZ,,,http://www.gochokes.com/roster/0/3.php
Carl Albert State,JUCO_D2,,OK,,,https://www.cascathletics.com/sports/bsb/2020-21/roster
Murray State,JUCO_D2,,OK,,,https://mscaggies.com/sports/baseball/roster
National Park College,JUCO_D2,,AR,,,https://np.edu/student-services/athletics/baseball/default.aspx
Northern Oklahoma Enid,JUCO_D2,,OK,,,https://www.nocjets.com/sports/bsb/2020-21/roster
Northern Oklahoma Tonkawa,JUCO_D2,,OK,,,https://www.nocmavs.com/sports/bsb/2020-21/2020-2021_NOC_Tonkawa_Baseball_Roster
Redlands,JUCO_D2,,OK,,,https://www.redlandscc.edu/athletics/mens-baseball/baseball-roster
UA Rich Mountain,JUCO_D2,,AR,,,https://bucksathletics.com/sports/bsb/2020-21/roster
Western Oklahoma State,JUCO_D2,,OK,,,https://pioneers.wosc.edu/sports/bsb/2020-21/roster
Monroe CC,JUCO_D2,,NY,,,https://www.mcctribunes.com/sports/bsb/2020-21/roster
Black Hawk-Moline,JUCO_D2,,IL,,,https://www.bhc.edu/athletics/baseball/roster/
Bryant & Stratton College (WI),JUCO_D2,,WI,,,https://wisconsin.bscbobcats.com/sports/bsb/2020-21/roster
Carl Sandburg,JUCO_D2,,IL,,,http://www.sandburg.edu/Athletics/Mens-Baseball/index.html
Highland (IL),JUCO_D2,,IL,,,https://highland.edu/athletics/mens-baseball/
Kankakee,JUCO_D2,,IL,,,https://athletics.kcc.edu/baseball/roster/
Lake County,JUCO_D2,,IL,,,http://www.clclancers.com/roster/0/3.php
Madison,JUCO_D2,,WI,,,https://madisoncollegeathletics.com/sports/baseball/roster/2021
McHenry County,JUCO_D2,,IL,,,https://www.mccscots.com/sports/bsb/2020-21/roster
Moraine Valley,JUCO_D2,,IL,,,https://www.mvcyclones.com/sports/bsb/2020-21/roster
Morton,JUCO_D2,,IL,,,https://gomcpanthers.com/roster.aspx?path=baseball
Prairie State,JUCO_D2,,IL,,,https://prairiestateathletics.com/sports/baseball/roster
Sauk Valley,JUCO_D2,,IL,,,https://www.svcc.edu/community/athletics/baseball/rosters/2021/
Hesston,JUCO_D2,,KS,,,https://hclarks.com/sports/baseball/roster
ASA Miami,JUCO_D2,,FL,,,https://asasilverstorm.com/sports/bsb/2020-21/roster
Pasco-Hernando State,JUCO_D2,,FL,,,https://bobcats.phsc.edu/sports/baseball/roster
Brunswick,JUCO_D2,,NC,,,https://www.gobccsports.com/teams/default.asp?u=BCCBASEBALL&s=baseball&p=roster
Bryant & Stratton (VA),JUCO_D2,,VA,,,https://virginia.bscbobcats.com/sports/bsb/2020-21/roster
Camp Community College,JUCO_D2,,VA,,,https://www.pdc.edu/athletics/baseball/baseball-roster/
Catawba Valley,JUCO_D2,,NC,,,http://gocvcc.com/sports/bsb/2020-21/roster
Cleveland Community College,JUCO_D2,,NC,,,https://cccyetis.com/sports/baseball/roster
Fayetteville Tech,JUCO_D2,,NC,,,https://www.faytechcc.edu/athletics/mens-baseball/spring-2021-ftcc-baseball/
Guilford Tech,JUCO_D2,,NC,,,https://www.gtcc.edu/student-life/athletics/mens-teams.php#mensbaseball
Lenoir,JUCO_D2,,NC,,,https://lrbears.com/sports/baseball/roster
Patrick Henry,JUCO_D2,,VA,,,https://www.phccsports.com/mens-athletics/baseball/team-roster/
Pitt,JUCO_D2,,NC,,,https://www.pccbulldogathletics.com/sports/bsb/2020-21/roster
Southeastern-Whiteville,JUCO_D2,,NC,,,https://www.sccnc.edu/athletics/baseball/
Wake Tech,JUCO_D2,,NC,,,https://www.waketechsports.com/sports/bsb/2020-21/roster
Des Moines Area,JUCO_D2,,IA,,,https://www.dmaccbears.com/sports/bsb/2020-21/roster
Ellsworth,JUCO_D2,,IA,,,https://www.eccathletics.com/sports/bsb/2020-21/roster
Iowa Central,JUCO_D2,,IA,,,http://www.ictritons.com/sports/bsb/2020-21/roster
Iowa Lakes,JUCO_D2,,IA,,,https://www.iowalakesathletics.com/sports/bsb/2020-21/roster
Kirkwood,JUCO_D2,,IA,,,https://www.kirkwoodeagles.com/sports/bsb/2020-21/roster
North Iowa Area,JUCO_D2,,IA,,,https://www.niacctrojans.com/sports/bsb/2020-21/roster
Northeast,JUCO_D2,,NE,,,https://northeasthawks.com/sports/bsb/2020-21/roster
Southeastern,JUCO_D2,,IA,,,https://www.sccblackhawks.com/sports/bsb/2020-21/roster
Ancilla,JUCO_D2,,IN,,,https://ancilla.prestosports.com/sports/bsb/2020-21/roster
Glen Oaks,JUCO_D2,,MI,,,https://www.glenoaks.edu/athletics/mens-rosters/
Grand Rapids,JUCO_D2,,MI,,,https://grccraiders.com/sports/baseball/roster
Henry Ford,JUCO_D2,,MI,,,https://www.hfcc.edu/athletics/baseball-roster
Ivy Tech Community College Northeast,JUCO_D2,,IN,,,https://titans.ivytech.edu/roster/show/5489970?subseason=663684
Jackson,JUCO_D2,,MI,,,https://jccmi.prestosports.com/sports/bsb/2020-21/roster
Kalamazoo Valley,JUCO_D2,,MI,,,https://athletics.kvcc.edu/sports/bsb/2020-21/roster
Kellogg,JUCO_D2,,MI,,,https://www.kellogg.edu/athletics/baseball/
Lake Michigan,JUCO_D2,,MI,,,https://redhawks.lakemichigancollege.edu/sports/bsb/2020-21/roster
Lakeland,JUCO_D2,,OH,,,https://athletics.lakelandcc.edu/sports/bsb/2020-21/roster
Lansing,JUCO_D2,,MI,,,https://lccstars.com/sports/bsb/2020-21/roster
Macomb,JUCO_D2,,MI,,,https://www.macombmonarchs.com/sports/bsb/2020-21/roster
Mid Michigan,JUCO_D2,,MI,,,https://www.midmich.edu/campus-life/athletics/baseball/team-roster-baseball-2020-2021
Mott,JUCO_D2,,MI,,,https://www.mcc.edu/athletics/baseball/index.shtml
Muskegon,JUCO_D2,,MI,,,https://www.muskegoncc.edu/athletics/baseball/
Schoolcraft,JUCO_D2,,MI,,,https://www.schoolcraft.edu/athletics/men's-baseball/roster
St. Clair County,JUCO_D2,,MI,,,https://www.sc4skippers.com/sports/bsb/2020-21/roster
Bay College,JUCO_D2,,MI,,,https://www.baynorse.com/sports/bsb/2020-21/roster
Bismarck State,JUCO_D2,,ND,,,https://www.bscmystics.com/sports/bsb/2020-21/roster
Dakota,JUCO_D2,,ND,,,https://dcbjacks.com/sports/bsb/2020-21/roster
Dakota County Tech,JUCO_D2,,MN,,,https://www.goblueknights.com/sports/bsb/2020-21/roster
Dawson,JUCO_D2,,MT,,,https://dawsonbucs.com/sports/bsb/2020-21/roster
Gogebic,JUCO_D2,,MI,,,https://gogebic.edu/athletics/Baseball1.html
Lake Region State,JUCO_D2,,ND,,,https://www.lrscroyals.com/sports/bsb/2020-21/roster
Miles,JUCO_D2,,MT,,,https://www.mccpioneers.com/sports/bsb/2020-21/roster
Williston State,JUCO_D2,,ND,,,https://wsc.prestosports.com/sports/bsb/2020-21/roster
Orange County,JUCO_D2,,CA,,,https://sunyorange.edu/athletics/sport/baseball.html
Sullivan County,JUCO_D2,,NY,,,https://sullivangenerals.com/sports/baseball/roster
Ulster County,JUCO_D2,,NY,,,https://athletics.sunyulster.edu/sports/baseball/roster
North Central Missouri,JUCO_D2,,MO,,,https://www.ncmcpirates.com/sports/bsb/2020-21/roster
